Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2, C3, C4, C5, C6, C7, C8, C9",CP_Radial_D16.0mm_P7.50mm,9,1000uf,
D1,0603,1,LED,
"J1, J2, J3, J4, J5, J6, J7",AMASS_XT60-F_1x02_P7.20mm_Vertical,7,Conn_01x02,
J8,AMASS_XT60-M_1x02_P7.20mm_Vertical,1,Conn_01x02,
R1,0603,1,1k,
